"label","label_wo_outliers","label_cluster2_kmeans5","label_cluster5_kmeans5","label_cluster4_kmeans5"
"GPHN","CS5","CS5","CS5","CS5","CS7"
"PQBP1","CS4","CS4","CS2","CS4","CS5"
"TXNL4A","CS0","CS0","CS0","CS0","CS0"
"WBP11","CS0","CS0","CS0","CS0","CS0"
"PHYH","CS5","CS5","CS5","CS6","CS5"
"F8","CS6","CS6","CS7","CS6","CS6"
"FMR1","CS6","CS6","CS6","CS6","CS6"
"FXR1","CS4","CS4","CS4","CS6","CS3"
"NUFIP1","CS1","CS1","CS1","CS1","CS1"
"MSN","CS4","CS4","CS5","CS4","CS3"
"TSC1","CS9","CS9","CS2","CS9","CS4"
"ASS1","CS2","CS2","CS3","CS2","CS2"
"ARAF","CS7","CS6","CS7","CS7","CS5"
"MAP2K2","CS3","CS3","CS3","CS3","CS2"
"COPS3","CS1","CS1","CS1","CS0","CS1"
"POLA1","CS1","CS1","CS1","CS1","CS1"
"RBMS1","CS5","CS5","CS5","CS7","CS5"
"RPGR","CS6","CS6","CS6","CS6","CS6"
"RPGRIP1","CS6","CS6","CS6","CS4","CS6"
"MPDZ","CS6","CS6","CS7","CS6","CS7"
"HTR2C","CS5","CS5","CS5","CS5","CS5"
"AP1G1","CS4","CS4","CS4","CS4","CS4"
"SYP","CS5","CS5","CS5","CS6","CS5"
"UBTF","CS0","CS0","CS0","CS0","CS0"
"TAF1","CS1","CS1","CS1","CS1","CS2"
"RAN","CS0","CS0","CS0","CS0","CS0"
"NR2C2","CS5","CS5","CS5","CS3","CS3"
"NCOA3","CS5","CS5","CS5","CS5","CS3"
"RNF4","CS1","CS1","CS1","CS1","CS1"
"NCOA4","CS1","CS1","CS1","CS1","CS1"
"PAK6","CS6","CS6","CS2","CS6","CS4"
"RCHY1","CS5","CS5","CS5","CS6","CS4"
"PIAS2","CS5","CS5","CS4","CS5","CS5"
"BPY2B",NA,NA,NA,NA,NA
"INSM1","CS6","CS6","CS5","CS6","CS6"
"SORBS1","CS6","CS6","CS6","CS6","CS5"
"YAF2","CS3","CS3","CS4","CS5","CS3"
"CBX3","CS3","CS3","CS3","CS4","CS3"
"LBR","CS6","CS6","CS5","CS6","CS5"
"KLC1","CS6","CS6","CS6","CS6","CS5"
"MAPK8IP3","CS4","CS4","CS4","CS5","CS4"
"SNTB2","CS5","CS5","CS4","CS3","CS5"
"BCL2L1","CS0","CS0","CS1","CS0","CS0"
"AVEN","CS4","CS4","CS4","CS4","CS4"
"BNIP3","CS3","CS3","CS5","CS3","CS3"
"RTN1","CS4","CS4","CS6","CS4","CS4"
"BAX","CS6","CS6","CS5","CS6","CS5"
"BCL2A1","CS5","CS6","CS6","CS6","CS5"
"ABCA1","CS5","CS5","CS5","CS6","CS5"
"FADD","CS3","CS3","CS2","CS2","CS3"
"ANKRA2","CS2","CS2","CS1","CS4","CS2"
"LRP2BP","CS6","CS6","CS4","CS6","CS4"
"DAB2","CS5","CS6","CS5","CS5","CS4"
"DLG2","CS7","CS7","CS6","CS7","CS5"
"TBP","CS1","CS1","CS1","CS1","CS1"
"TAF13","CS2","CS2","CS2","CS2","CS2"
"PSTPIP1","CS5","CS5","CS5","CS5","CS6"
"PTPN12","CS4","CS5","CS4","CS7","CS5"
"PXN","CS2","CS2","CS1","CS2","CS2"
"TUFT1","CS5","CS5","CS5","CS5","CS5"
"TFIP11","CS1","CS1","CS1","CS1","CS1"
"PDE4D","CS6","CS6","CS5","CS6","CS4"
"PDE4DIP",NA,NA,NA,NA,NA
"HNF4A","CS6","CS6","CS5","CS6","CS6"
"NFE2L2","CS3","CS3","CS3","CS3","CS4"
"TDG","CS3","CS3","CS3","CS3","CS4"
"AIRE","CS6","CS6","CS6","CS6","CS6"
"AP1B1","CS5","CS5","CS5","CS4","CS4"
"CDKN2A","CS7","CS7","CS7","CS7","CS7"
"PPP1R9B",NA,NA,NA,NA,NA
"TIAF1","CS4","CS4","CS4","CS4","CS4"
"JAK3","CS5","CS5","CS5","CS5","CS4"
"STAT5A","CS2","CS2","CS2","CS1","CS2"
"RPL5","CS0","CS0","CS0","CS0","CS0"
"EIF5A","CS1","CS1","CS1","CS2","CS1"
"TLE5","CS3","CS3","CS4","CS5","CS3"
"PTRH2","CS3","CS3","CS3","CS3","CS3"
"TLE1","CS5","CS5","CS5","CS4","CS5"
"HES6","CS5","CS5","CS3","CS4","CS4"
"FOXA2","CS4","CS4","CS4","CS5","CS4"
"IL6ST","CS6","CS6","CS6","CS4","CS6"
"DVL1","CS3","CS3","CS3","CS3","CS3"
"EPS8","CS5","CS5","CS6","CS5","CS5"
"FASN","CS4","CS4","CS3","CS4","CS1"
"HIRA","CS1","CS1","CS1","CS1","CS1"
"UPF1","CS0","CS0","CS1","CS0","CS1"
"NFU1","CS3","CS3","CS2","CS3","CS3"
"PTPN13","CS5","CS5","CS5","CS4","CS3"
"PKN2","CS1","CS1","CS1","CS1","CS2"
"DSC3","CS6","CS6","CS6","CS6","CS5"
"PKP4","CS4","CS4","CS4","CS4","CS4"
"COIL","CS2","CS2","CS1","CS2","CS1"
"ATXN1","CS5","CS5","CS4","CS5","CS5"
"PEX19","CS3","CS3","CS4","CS3","CS3"
"PEX16","CS5","CS5","CS4","CS5","CS4"
"NUBP1","CS0","CS0","CS0","CS0","CS0"
"ZNHIT3","CS1","CS1","CS1","CS2","CS1"
"GARS1","CS0","CS0","CS0","CS0","CS0"
"IARS1","CS0","CS0","CS0","CS0","CS0"
"HTRA2","CS4","CS4","CS4","CS5","CS4"
"MAPK14","CS4","CS4","CS4","CS3","CS5"
"DUSP10","CS5","CS5","CS5","CS5","CS5"
"PCM1","CS3","CS3","CS4","CS3","CS2"
"BBS4","CS7","CS7","CS7","CS7","CS7"
"BCAR1","CS1","CS1","CS1","CS1","CS2"
"RAPGEF1","CS4","CS4","CS4","CS2","CS4"
"PSMB5","CS0","CS0","CS0","CS0","CS0"
"S100A7",NA,NA,NA,NA,NA
"FLII","CS4","CS4","CS4","CS3","CS3"
"TRAIP","CS1","CS1","CS1","CS1","CS1"
"CSTF2","CS4","CS5","CS5","CS5","CS3"
"SUB1","CS5","CS5","CS3","CS5","CS4"
"XRCC2","CS1","CS1","CS1","CS2","CS3"
"RAD51D","CS1","CS1","CS1","CS1","CS1"
"MSC","CS6","CS6","CS6","CS5","CS4"
"ID2","CS5","CS5","CS5","CS3","CS4"
"TCF12","CS6","CS6","CS5","CS6","CS5"
"TCF4","CS6","CS6","CS5","CS7","CS6"
"PEX12","CS5","CS5","CS5","CS4","CS5"
"PEX5","CS4","CS4","CS4","CS4","CS5"
"PEX13","CS3","CS4","CS2","CS2","CS4"
"ARF6","CS3","CS3","CS4","CS3","CS2"
"NCBP2","CS0","CS0","CS0","CS0","CS0"
"NCBP1","CS0","CS0","CS0","CS0","CS1"
"PMF1","CS0","CS0","CS1","CS0","CS0"
"EIF2AK3","CS4","CS4","CS4","CS5","CS4"
"IGHMBP2","CS5","CS5","CS5","CS4","CS5"
"NCK1","CS5","CS5","CS5","CS5","CS4"
"EPHB1","CS5","CS5","CS6","CS5","CS5"
"MINK1","CS5","CS5","CS5","CS5","CS5"
"KPNA4","CS2","CS2","CS2","CS3","CS2"
"RECQL","CS5","CS5","CS5","CS5","CS5"
"DLG4","CS4","CS4","CS4","CS4","CS4"
"YAP1","CS3","CS3","CS3","CS3","CS2"
"PIAS1","CS3","CS3","CS3","CS4","CS2"
"STAT1","CS4","CS4","CS4","CS4","CS6"
"MAPKAPK2","CS5","CS5","CS4","CS5","CS4"
"S100P","CS5","CS5","CS5","CS5","CS5"
"KCNJ2","CS5","CS5","CS5","CS5","CS6"
"AP2M1","CS1","CS1","CS1","CS1","CS1"
"LY9","CS4","CS4","CS4","CS3","CS5"
"TIAM1","CS5","CS5","CS5","CS4","CS4"
"HNRNPL","CS0","CS0","CS0","CS0","CS0"
"PTBP1","CS1","CS1","CS1","CS1","CS1"
"IFI35","CS5","CS5","CS4","CS5","CS4"
"NMI","CS5","CS5","CS5","CS3","CS6"
"SYN2",NA,NA,NA,NA,NA
"KCNIP3","CS2","CS4","CS4","CS2","CS4"
"TTF1","CS2","CS2","CS2","CS2","CS2"
"CAVIN1","CS6","CS6","CS6","CS6","CS6"
"CDKN1B","CS6","CS6","CS6","CS5","CS4"
"NUP50","CS1","CS1","CS1","CS2","CS1"
"BMPR2","CS4","CS4","CS4","CS4","CS5"
"CYFIP2",NA,NA,NA,NA,NA
"INPPL1","CS5","CS5","CS5","CS5","CS5"
"SPEN","CS4","CS4","CS4","CS5","CS5"
"NCOR2","CS3","CS3","CS5","CS3","CS2"
"CDKN1C","CS6","CS6","CS5","CS6","CS6"
"UGCG","CS4","CS4","CS3","CS4","CS3"
"SERPINH1","CS7","CS7","CS7","CS7","CS8"
"UBQLN4","CS1","CS1","CS1","CS1","CS1"
"NEUROD1","CS6","CS6","CS5","CS6","CS5"
"DCTN1","CS2","CS2","CS2","CS1","CS2"
"COPB1","CS0","CS0","CS0","CS0","CS0"
"COPG1","CS0","CS0","CS0","CS0","CS0"
"COPG2",NA,NA,NA,NA,NA
"MYO6","CS6","CS6","CS6","CS6","CS5"
"DCP1A",NA,NA,NA,NA,NA
"MAZ","CS5","CS5","CS6","CS5","CS4"
"BPTF","CS1","CS1","CS1","CS1","CS1"
"TJP1","CS4","CS4","CS5","CS3","CS4"
"F11R","CS3","CS3","CS5","CS3","CS3"
"ADAM17","CS4","CS4","CS5","CS7","CS8"
"NPC2","CS5","CS5","CS5","CS5","CS6"
"PLXNB1","CS5","CS5","CS6","CS3","CS5"
"BOK","CS6","CS4","CS6","CS6","CS4"
"BAD","CS4","CS4","CS4","CS4","CS4"
"LSM6","CS0","CS0","CS0","CS0","CS0"
"SNRPD2","CS0","CS0","CS0","CS0","CS0"
"SNRPD3",NA,NA,NA,NA,NA
"SNRPD1","CS0","CS0","CS0","CS0","CS0"
"ABCC2","CS5","CS5","CS5","CS5","CS5"
"MPP3","CS3","CS3","CS4","CS3","CS2"
"CADM1","CS5","CS5","CS5","CS6","CS3"
"THOP1","CS4","CS4","CS4","CS4","CS3"
"CSPG4","CS4","CS4","CS4","CS4","CS2"
"GRIP2",NA,NA,NA,NA,NA
"RANBP1","CS2","CS2","CS2","CS1","CS2"
"CDC6","CS0","CS0","CS0","CS0","CS0"
"CDC45","CS0","CS0","CS0","CS0","CS0"
"PTK2B","CS7","CS7","CS6","CS7","CS7"
"MTOR","CS0","CS0","CS0","CS0","CS0"
"UBQLN1","CS4","CS4","CS4","CS4","CS3"
"ITGA3","CS5","CS5","CS5","CS5","CS5"
"SNX4","CS5","CS5","CS5","CS4","CS5"
"BMPR1A","CS3","CS4","CS3","CS3","CS4"
"SF3B4","CS0","CS0","CS0","CS0","CS0"
"RGS7","CS6","CS6","CS5","CS6","CS6"
"HNRNPD","CS4","CS4","CS4","CS4","CS5"
"HECW1","CS7","CS7","CS7","CS7","CS6"
"VPS37A","CS1","CS1","CS1","CS1","CS1"
"ETV6","CS5","CS5","CS5","CS4","CS6"
"MYBL2","CS3","CS3","CS2","CS3","CS2"
"ZNF622","CS2","CS2","CS2","CS3","CS2"
"SKP1","CS0","CS0","CS0","CS0","CS1"
"CACYBP","CS2","CS2","CS2","CS2","CS1"
"MAD2L1","CS0","CS0","CS0","CS0","CS0"
"ESR2","CS5","CS5","CS5","CS5","CS5"
"PPARG","CS5","CS5","CS5","CS6","CS5"
"HSPA8","CS2","CS2","CS2","CS2","CS2"
"BAG1","CS4","CS4","CS4","CS4","CS6"
"GRB10","CS6","CS6","CS5","CS6","CS6"
"GIGYF2","CS3","CS3","CS3","CS3","CS2"
"PROX1","CS4","CS4","CS4","CS4","CS5"
"USP7","CS1","CS1","CS0","CS1","CS0"
"EZH2","CS4","CS4","CS4","CS4","CS5"
"KHDRBS1","CS3","CS3","CS3","CS2","CS2"
"RAPSN","CS4","CS5","CS4","CS5","CS4"
"TFAP2C","CS3","CS3","CS3","CS5","CS3"
"RIT1","CS4","CS4","CS4","CS4","CS3"
"MRAS","CS6","CS6","CS5","CS6","CS6"
"PGR","CS6","CS6","CS6","CS5","CS5"
"PSMD4","CS0","CS0","CS0","CS0","CS0"
"RAD23B","CS4","CS4","CS4","CS3","CS5"
"GTF2I","CS3","CS5","CS3","CS5","CS7"
"THRB","CS7","CS6","CS6","CS5","CS5"
"PSMC5","CS0","CS0","CS0","CS0","CS0"
"TRAF1","CS5","CS5","CS5","CS5","CS6"
"HIVEP3","CS4","CS4","CS4","CS3","CS4"
"SMARCD2","CS4","CS4","CS4","CS4","CS3"
"CUL5","CS8","CS8","CS7","CS8","CS4"
"RNF7","CS6","CS5","CS2","CS6","CS3"
"SETDB1","CS3","CS3","CS3","CS3","CS2"
"PEX7","CS4","CS4","CS4","CS4","CS4"
"PEX10","CS4","CS4","CS4","CS4","CS2"
"STK19","CS5","CS5","CS5","CS4","CS4"
"SP3","CS5","CS5","CS5","CS5","CS5"
"MCM6","CS0","CS0","CS0","CS0","CS0"
"RFXAP","CS5","CS5","CS5","CS4","CS4"
"RFX5","CS3","CS3","CS3","CS3","CS2"
"BCL2L11",NA,NA,NA,NA,NA
"BCL2L2","CS4","CS4","CS4","CS4","CS4"
"PTK6","CS4","CS4","CS4","CS4","CS3"
"STAP2","CS6","CS6","CS6","CS6","CS7"
"PSMB1","CS0","CS0","CS0","CS0","CS0"
"EXOSC6","CS0","CS0","CS0","CS0","CS0"
"DCP2","CS3","CS3","CS3","CS4","CS5"
"PPP1R12A","CS0","CS0","CS1","CS0","CS0"
"IL16","CS7","CS7","CS7","CS7","CS8"
"CBX4","CS4","CS4","CS5","CS4","CS4"
"RING1","CS4","CS4","CS3","CS4","CS3"
"RAC1","CS1","CS1","CS1","CS0","CS1"
"RAC2","CS4","CS4","CS4","CS4","CS4"
"CUL1","CS1","CS1","CS1","CS1","CS1"
"TALDO1","CS3","CS3","CS5","CS4","CS3"
"TACC1","CS5","CS5","CS5","CS4","CS6"
"YEATS4","CS1","CS1","CS1","CS1","CS1"
"CLNS1A","CS0","CS0","CS0","CS0","CS0"
"KIF22","CS2","CS2","CS2","CS2","CS2"
"SIAH1","CS4","CS4","CS2","CS4","CS5"
"PEG10","CS7","CS7","CS5","CS6","CS6"
"SIAH2","CS6","CS6","CS6","CS6","CS5"
"ATXN7","CS7","CS7","CS7","CS5","CS7"
"CRX","CS4","CS4","CS4","CS4","CS2"
"NEDD4","CS6","CS6","CS6","CS6","CS6"
"UBE2D2","CS4","CS4","CS4","CS5","CS5"
"TTF2","CS1","CS1","CS1","CS1","CS1"
"ILK","CS1","CS1","CS2","CS1","CS3"
"ILKAP","CS4","CS4","CS5","CS3","CS7"
"LIMS1","CS1","CS1","CS1","CS1","CS1"
"DNM2","CS1","CS1","CS0","CS1","CS1"
"SHANK1","CS6","CS6","CS7","CS6","CS6"
"BLMH","CS6","CS6","CS6","CS5","CS6"
"PPP2R5D","CS5","CS5","CS4","CS5","CS4"
"COPS5","CS0","CS0","CS0","CS0","CS0"
"CFTR","CS6","CS6","CS5","CS6","CS6"
"GOPC","CS6","CS6","CS6","CS6","CS6"
"SLBP","CS1","CS1","CS1","CS1","CS1"
"ERI1","CS5","CS5","CS2","CS5","CS5"
"SCAMP1",NA,NA,NA,NA,NA
"ITSN1","CS6","CS6","CS4","CS6","CS5"
"IPCEF1","CS5","CS5","CS4","CS5","CS6"
"CYTH2","CS4","CS4","CS3","CS4","CS3"
"NR0B1","CS5","CS5","CS6","CS5","CS5"
"HEXIM1","CS2","CS2","CS3","CS2","CS2"
"COPB2","CS0","CS0","CS0","CS0","CS0"
"RGS4","CS6","CS6","CS6","CS6","CS6"
"MAP2K5","CS5","CS5","CS5","CS5","CS5"
"MAP3K3","CS5","CS5","CS5","CS4","CS3"
"SNAP23","CS1","CS1","CS1","CS0","CS1"
"SNAPIN","CS1","CS1","CS1","CS1","CS1"
"ARNTL","CS5","CS5","CS5","CS3","CS3"
"RANBP3","CS3","CS3","CS3","CS3","CS3"
"GOLGA2","CS3","CS3","CS3","CS2","CS3"
"GORASP2","CS5","CS5","CS7","CS6","CS5"
"MAGOH","CS1","CS1","CS1","CS1","CS1"
"RBM8A","CS0","CS0","CS0","CS0","CS0"
"ASIC3","CS6","CS6","CS5","CS6","CS6"
"TOLLIP","CS7","CS7","CS6","CS7","CS7"
"IL1RAP","CS6","CS6","CS6","CS6","CS5"
"PPP1R8","CS0","CS0","CS0","CS0","CS0"
"EIF4A1","CS0","CS0","CS0","CS0","CS0"
"RND1","CS3","CS3","CS5","CS4","CS3"
"RND3","CS6","CS6","CS6","CS6","CS3"
"ARHGAP5","CS5","CS5","CS5","CS4","CS5"
"HNRNPAB","CS4","CS4","CS4","CS5","CS4"
"TP63","CS5","CS5","CS5","CS5","CS5"
"NCOA1","CS5","CS5","CS4","CS4","CS5"
"NR1H4","CS4","CS4","CS4","CS4","CS3"
"CLSTN1","CS5","CS5","CS5","CS5","CS5"
"APBA2","CS3","CS3","CS4","CS3","CS3"
"FYB1","CS7","CS7","CS7","CS6","CS4"
"PRKAG1","CS3","CS3","CS2","CS3","CS2"
"PRKAB1","CS5","CS5","CS5","CS4","CS3"
"PRKAG2","CS4","CS4","CS4","CS4","CS5"
"PRKAB2","CS6","CS6","CS5","CS5","CS6"
"TNPO1","CS2","CS2","CS2","CS2","CS1"
"RGPD5",NA,NA,NA,NA,NA
"DNMT3A","CS6","CS6","CS6","CS6","CS7"
"CDC5L","CS0","CS0","CS0","CS0","CS0"
"PPL","CS4","CS4","CS4","CS3","CS4"
"KAZN","CS5","CS5","CS5","CS5","CS7"
"SAFB2","CS3","CS3","CS3","CS5","CS3"
"SAFB","CS3","CS3","CS3","CS3","CS4"
"MAPK10","CS5","CS5","CS5","CS5","CS4"
"HDAC3","CS1","CS1","CS1","CS1","CS1"
"MAPK11","CS6","CS6","CS6","CS6","CS7"
"SMAD7","CS4","CS4","CS2","CS2","CS4"
"TRIP6","CS3","CS3","CS3","CS2","CS3"
"LPAR2","CS4","CS4","CS4","CS4","CS2"
"LHX2","CS7","CS7","CS7","CS7","CS7"
"E2F6","CS2","CS2","CS2","CS2","CS1"
"RYBP",NA,NA,NA,NA,NA
"SAP18","CS0","CS0","CS0","CS0","CS0"
"POLE2","CS0","CS0","CS0","CS0","CS0"
"BTG1","CS5","CS5","CS5","CS7","CS5"
"PRMT1","CS0","CS0","CS0","CS0","CS0"
"TLR3","CS8","CS6","CS6","CS7","CS6"
"RNF216","CS5","CS5","CS3","CS5","CS5"
"TLR4","CS5","CS5","CS5","CS5","CS6"
"TLR5","CS5","CS5","CS5","CS5","CS4"
"ABI1","CS5","CS5","CS5","CS4","CS5"
"ENAH","CS3","CS3","CS2","CS3","CS6"
"SLC31A1","CS2","CS2","CS2","CS3","CS3"
"DUSP11","CS5","CS5","CS3","CS5","CS3"
"SRSF7","CS0","CS0","CS0","CS0","CS0"
"NEDD9","CS5","CS5","CS5","CS4","CS5"
"PNN","CS1","CS1","CS1","CS0","CS1"
"SRRM2","CS2","CS2","CS2","CS2","CS2"
"MCL1","CS2","CS2","CS3","CS2","CS2"
"BTAF1","CS3","CS3","CS2","CS3","CS3"
"MVD","CS1","CS1","CS1","CS1","CS0"
"FANCA","CS4","CS4","CS1","CS4","CS4"
"CHD4","CS0","CS0","CS0","CS0","CS0"
"ARHGEF7","CS2","CS2","CS3","CS1","CS2"
"TNKS","CS4","CS4","CS6","CS4","CS5"
"FNBP1","CS4","CS4","CS4","CS4","CS5"
"TRADD","CS6","CS6","CS6","CS6","CS5"
"TNFRSF25","CS6","CS5","CS5","CS5","CS6"
"PABPC4","CS4","CS4","CS5","CS4","CS5"
"RABIF","CS2","CS2","CS3","CS2","CS2"
"RIPK1","CS6","CS6","CS5","CS6","CS5"
"RIPK3","CS2","CS2","CS2","CS2","CS4"
"MYH13","CS5","CS5","CS5","CS5","CS5"
"BCL10","CS1","CS1","CS1","CS1","CS4"
"MALT1","CS6","CS4","CS5","CS4","CS4"
"CARD19","CS6","CS6","CS6","CS6","CS5"
"AP1G2","CS3","CS3","CS3","CS3","CS4"
"AP1S1","CS5","CS5","CS4","CS5","CS5"
"AP1S2","CS4","CS4","CS5","CS4","CS3"
"VAMP4","CS4","CS5","CS5","CS3","CS3"
"AP1M1","CS4","CS4","CS5","CS4","CS4"
"GPN1","CS0","CS0","CS0","CS0","CS0"
"MBD2","CS4","CS4","CS4","CS4","CS2"
"MBD3","CS4","CS4","CS4","CS6","CS4"
"MBD3L1","CS6","CS6","CS6","CS6","CS6"
"CHD8","CS3","CS2","CS2","CS2","CS4"
"HUNK","CS5","CS5","CS6","CS5","CS5"
"UBOX5","CS4","CS4","CS4","CS5","CS5"
"UBE2L3","CS0","CS0","CS1","CS0","CS0"
"HIC1","CS4","CS4","CS5","CS6","CS7"
"SLC22A4","CS5","CS5","CS5","CS5","CS5"
"PDZK1IP1","CS3","CS3","CS3","CS3","CS2"
"SLC22A12","CS5","CS6","CS5","CS7","CS6"
"DNM1L","CS1","CS1","CS1","CS2","CS1"
"GSK3B","CS4","CS6","CS4","CS3","CS4"
"CCNT2","CS5","CS5","CS4","CS5","CS2"
"CUL4A","CS4","CS4","CS4","CS4","CS5"
"CUL2","CS1","CS1","CS1","CS1","CS1"
"RAB27A","CS7","CS7","CS5","CS7","CS7"
"SYTL4","CS5","CS5","CS5","CS5","CS5"
"TROAP","CS2","CS2","CS2","CS3","CS2"
"RGS6","CS5","CS4","CS5","CS5","CS4"
"DMAP1","CS1","CS1","CS1","CS0","CS1"
"EIF3G","CS0","CS0","CS0","CS0","CS0"
"AKAP9","CS5","CS5","CS5","CS4","CS5"
"TACC3","CS1","CS1","CS1","CS1","CS1"
"ZBTB17","CS1","CS1","CS1","CS1","CS1"
"DIS3","CS1","CS1","CS1","CS1","CS1"
"PLCB2","CS6","CS6","CS6","CS6","CS4"
"TRPM7","CS1","CS1","CS2","CS3","CS1"
"ERBIN","CS5","CS5","CS5","CS5","CS5"
"PLXNB2","CS7","CS7","CS7","CS7","CS7"
"GRHPR","CS3","CS3","CS3","CS3","CS3"
"VPS37C","CS3","CS3","CS2","CS3","CS3"
"AKAP3","CS5","CS5","CS5","CS4","CS5"
"GNA13","CS4","CS4","CS2","CS4","CS5"
"GRAP2","CS5","CS5","CS6","CS5","CS5"
"GAB1","CS4","CS4","CS3","CS4","CS4"
"CCNDBP1","CS4","CS4","CS4","CS4","CS5"
"PABPC1","CS1","CS1","CS1","CS1","CS1"
"ANAPC5","CS0","CS0","CS0","CS0","CS0"
"ITGAE","CS6","CS6","CS6","CS6","CS7"
"TOM1","CS4","CS4","CS4","CS5","CS4"
"TNIP1","CS6","CS6","CS5","CS6","CS6"
"PDCD6IP","CS3","CS3","CS3","CS3","CS2"
"PRDX4","CS5","CS5","CS5","CS4","CS3"
"CLPB","CS4","CS4","CS4","CS4","CS3"
"STK16","CS6","CS6","CS6","CS5","CS4"
"NAGK","CS6","CS6","CS4","CS6","CS6"
"NCKAP1","CS1","CS1","CS2","CS1","CS1"
"GADD45G","CS5","CS5","CS5","CS4","CS4"
"GADD45GIP1","CS4","CS4","CS2","CS4","CS2"
"PACSIN3","CS4","CS4","CS3","CS4","CS4"
"PACSIN2","CS7","CS7","CS7","CS7","CS6"
"SPTBN2","CS5","CS5","CS5","CS5","CS5"
"SLC9A3R1","CS4","CS4","CS4","CS3","CS4"
"KCNJ1","CS6","CS6","CS6","CS6","CS5"
"UPF3A","CS2","CS2","CS1","CS2","CS2"
"NBL1","CS4","CS4","CS4","CS3","CS5"
"P4HB","CS4","CS4","CS4","CS3","CS4"
"TARBP2","CS3","CS3","CS3","CS4","CS3"
"EEA1","CS4","CS4","CS5","CS4","CS4"
"RAB22A","CS5","CS5","CS5","CS3","CS4"
"URI1","CS0","CS0","CS0","CS0","CS0"
"CNKSR1","CS5","CS5","CS5","CS4","CS6"
"RASSF1","CS6","CS6","CS7","CS6","CS6"
"MVP","CS5","CS5","CS6","CS5","CS6"
"PARP4","CS5","CS5","CS5","CS6","CS5"
"HDAC2","CS5","CS5","CS5","CS5","CS6"
"FEZ1","CS7","CS7","CS7","CS6","CS4"
"DISC1","CS6","CS6","CS5","CS6","CS6"
"ADAM15","CS5","CS5","CS5","CS5","CS6"
"SNX9","CS5","CS5","CS5","CS5","CS6"
"TLR9","CS4","CS4","CS5","CS4","CS4"
"RAB11A","CS2","CS2","CS3","CS2","CS1"
"RAB11FIP4","CS4","CS4","CS4","CS3","CS4"
"IFITM2","CS3","CS3","CS2","CS2","CS3"
"TRIM10","CS5","CS5","CS5","CS4","CS6"
"RHOQ","CS1","CS1","CS1","CS1","CS0"
"EXOC7","CS2","CS2","CS2","CS2","CS2"
"PBLD","CS5","CS5","CS4","CS5","CS5"
"STRAP","CS1","CS1","CS1","CS1","CS1"
"XRN2","CS0","CS0","CS0","CS0","CS1"
"ABI3BP","CS6","CS6","CS6","CS4","CS6"
"ABI3","CS5","CS5","CS4","CS5","CS5"
"PINX1","CS5","CS3","CS3","CS5","CS6"
"TXNIP","CS6","CS6","CS5","CS6","CS5"
"ZBTB32","CS6","CS6","CS4","CS6","CS6"
"CSPG5","CS4","CS4","CS4","CS4","CS6"
"ZMYND8","CS2","CS2","CS4","CS2","CS2"
"TNK2","CS6","CS6","CS5","CS5","CS6"
"HSH2D",NA,NA,NA,NA,NA
"IPO13","CS0","CS0","CS0","CS0","CS0"
"PAX6","CS6","CS6","CS7","CS6","CS6"
"PLCB1","CS6","CS6","CS5","CS6","CS5"
"OSTM1","CS6","CS6","CS6","CS6","CS6"
"RGS17","CS6","CS6","CS6","CS5","CS7"
"RGS20","CS5","CS5","CS5","CS4","CS6"
"ORC6","CS0","CS0","CS0","CS0","CS0"
"AP4E1","CS5","CS6","CS5","CS6","CS3"
"AP4B1","CS5","CS5","CS5","CS6","CS5"
"SOX6","CS6","CS6","CS6","CS6","CS7"
"CENPK","CS0","CS0","CS0","CS0","CS0"
"VPS11",NA,NA,NA,NA,NA
"EXOSC8","CS1","CS1","CS0","CS1","CS0"
"N4BP1","CS7","CS6","CS5","CS6","CS7"
"LSM2","CS0","CS0","CS0","CS0","CS0"
"LSM10","CS1","CS1","CS1","CS1","CS3"
"POLD2","CS0","CS0","CS0","CS0","CS0"
"RAB29","CS5","CS5","CS5","CS4","CS5"
"COL23A1","CS5","CS5","CS5","CS5","CS4"
"KCTD3","CS6","CS6","CS6","CS7","CS6"
"THUMPD3","CS6","CS6","CS6","CS6","CS5"
"ECT2","CS0","CS0","CS0","CS1","CS0"
"PARD6A","CS5","CS5","CS5","CS5","CS6"
"MAP1S","CS6","CS6","CS5","CS6","CS6"
"CECR2",NA,NA,NA,NA,NA
"HEBP2","CS6","CS6","CS5","CS6","CS5"
"HSPB1","CS5","CS5","CS5","CS6","CS5"
"HSPB8","CS6","CS6","CS6","CS6","CS7"
"CCT5","CS0","CS0","CS0","CS0","CS0"
"THEG","CS5","CS5","CS5","CS5","CS6"
"PPFIA1","CS4","CS4","CS4","CS5","CS5"
"GIT1","CS4","CS3","CS4","CS3","CS3"
"SYNCRIP","CS2","CS2","CS2","CS2","CS2"
"PTPN11","CS1","CS1","CS1","CS1","CS1"
"RARA","CS4","CS4","CS5","CS4","CS2"
"MECR","CS3","CS3","CS2","CS3","CS2"
"NPLOC4","CS0","CS0","CS0","CS0","CS0"
"UFD1","CS0","CS0","CS0","CS0","CS0"
"ATF4","CS1","CS1","CS1","CS1","CS1"
"TRIB3","CS6","CS6","CS5","CS6","CS6"
"ARNT2","CS6","CS6","CS6","CS5","CS5"
"PARN","CS3","CS3","CS2","CS3","CS1"
"SPATC1L","CS5","CS5","CS5","CS4","CS5"
"EXOSC5","CS1","CS1","CS0","CS1","CS1"
