label,label_wo_outliers
CCNE1,CS4,CS4
CUL3,CS1,CS1
EPB41L2,CS6,CS6
GRIA1,CS5,CS5
PDZD2,CS5,CS5
CTNND2,CS5,CS5
GNB5,CS5,CS5
GNG5,CS3,CS3
GNG4,CS4,CS4
GNG3,CS4,CS4
GNG7,CS6,CS6
ARL6IP5,CS5,CS5
ARL6,CS6,CS6
PIKFYVE,CS4,CS4
GGA2,CS5,CS5
SORT1,CS3,CS3
EXOSC7,CS0,CS0
ZNF496,CS6,CS6
NSD1,CS5,CS5
ARHGAP18,CS6,CS6
KNSTRN,CS4,CS4
EXOSC10,CS1,CS1
MTREX,CS0,CS0
PUM2,CS3,CS3
NANOS1,CS5,CS5
ARL6IP4,CS4,CS4
ARL6IP1,CS4,CS4
POLR1C,CS0,CS0
POLR1D,CS2,CS2
RNF34,CS5,CS5
DNAJA3,CS1,CS1
SYNE1,CS5,CS5
ING4,CS6,CS6
COPZ1,CS0,CS0
COPZ2,,
EXOC2,CS2,CS2
LIN7B,CS4,CS4
MXD4,CS5,CS5
TCP10L,CS5,CS5
UBXN11,CS5,CS5
DNAJC30,CS4,CS4
DXO,CS4,CS4
ZHX3,CS6,CS6
ZHX1,CS5,CS5
PHC2,CS5,CS5
ARPC5,CS4,CS4
ARPC4,CS1,CS1
NEBL,CS6,CS6
THOC7,CS0,CS0
NIF3L1,CS5,CS5
PPP1CA,CS1,CS1
PHACTR3,CS5,CS5
ATL2,CS1,CS1
ARL6IP6,CS4,CS4
ARID1B,CS5,CS5
PRPF6,CS0,CS0
TXNL4B,CS0,CS0
ERC2,CS5,CS5
DNMBP,CS5,CS5
EVL,CS6,CS6
VPS28,CS0,CS0
TNNI3,CS5,CS5
PKD2L1,CS5,CS5
TNNI3K,CS5,CS5
KLHL20,CS4,CS4
TAF10,CS1,CS1
EXOSC1,CS1,CS1
CDK14,CS6,CS6
SEPTIN8,,
TLK1,CS4,CS4
ASF1A,CS4,CS4
ASF1B,CS3,CS3
GOLGA3,CS5,CS5
GOLGA7,CS5,CS5
MAST2,CS4,CS4
CDHR2,CS5,CS5
RNF5,CS5,CS5
POLE,CS0,CS0
POLR2G,CS0,CS0
SLC29A1,CS5,CS5
PRAME,CS6,CS6
NELFE,CS1,CS1
NELFB,CS0,CS0
NCOR1,CS3,CS3
CACTIN,CS0,CS0
CLIC1,CS5,CS5
ABHD16A,CS5,CS5
IFITM1,,
HM13,CS5,CS5
TMEM147,CS4,CS4
TMEM222,CS6,CS6
DNAJC1,CS6,CS6
GPRC5C,CS5,CS5
SPAG7,CS5,CS5
ATP5MC3,CS6,CS6
CSNK2A2,CS5,CS5
CSNK2B,CS1,CS1
LYN,CS7,CS7
MBD4,CS4,CS4
C6orf47,CS4,CS4
FGFR3,CS5,CS5
ATP6V1G2,CS5,CS5
ATP6V1E1,CS0,CS0
TSC22D4,CS5,CS5
CDCA3,CS2,CS2
FCHSD2,CS5,CS5
CCDC158,CS4,CS4
LENG8,CS1,CS1
RHOXF2,,
MAGEA11,CS6,CS6
MGME1,CS6,CS6
CALCOCO2,CS5,CS5
TP53RK,CS0,CS0
BNIP3L,CS7,CS7
DOK5,CS7,CS7
FAM27E3,,
CCDC85B,CS4,CS4
MCM10,CS1,CS1
CEP70,CS5,CS5
KRT81,,
KXD1,CS3,CS3
CFL1,CS2,CS2
ACTB,CS1,CS1
ZNF250,CS5,CS5
MAPRE2,CS5,CS5
EWSR1,CS1,CS1
PRTFDC1,CS6,CS6
TRIM29,CS5,CS5
CRACR2A,CS6,CS6
CLUAP1,CS5,CS5
CINP,CS0,CS0
CCNK,CS0,CS0
DVL3,CS5,CS5
MOAP1,CS6,CS6
MAGEH1,CS4,CS4
LNX1,CS5,CS5
QPRT,CS5,CS5
KRTAP4-12,,
DCTD,CS6,CS6
VIM,CS7,CS7
C2CD6,CS4,CS4
FAM120B,CS7,CS7
PHLDA1,CS5,CS5
USHBP1,CS4,CS4
KLHL42,CS5,CS5
L3MBTL2,CS6,CS6
MEAF6,CS2,CS2
ZSCAN32,CS5,CS5
RBM10,CS1,CS1
PTBP2,CS5,CS5
RWDD2B,CS5,CS5
POM121,CS3,CS3
CERT1,CS5,CS5
PLSCR1,CS5,CS5
CPSF6,CS1,CS1
ZBED1,CS6,CS6
SPEF1,CS4,CS4
LGALS8,CS7,CS7
DAZAP2,CS5,CS5
DCUN1D1,CS6,CS6
TRIM23,CS4,CS4
RIBC2,,
FBF1,CS4,CS4
CBS,,
VTA1,CS3,CS3
PDCD10,CS6,CS6
STK24,CS6,CS6
TRIP13,CS2,CS2
C11orf54,CS6,CS6
CEBPG,CS5,CS5
MLLT6,CS4,CS4
ZSCAN16,CS5,CS5
ZNF446,CS6,CS6
KANSL1,CS1,CS1
MAP1LC3B,,
ZDHHC3,CS6,CS6
GPS2,CS4,CS4
SAT1,CS7,CS7
RBM17,CS0,CS0
FBXO28,CS4,CS4
NUDT21,CS0,CS0
MYL6,CS3,CS3
GTPBP3,CS3,CS3
MDFI,CS5,CS5
DDX19A,CS2,CS2
RBPMS,CS6,CS6
STRBP,CS5,CS5
NEK6,CS5,CS5
YWHAG,CS3,CS3
KIAA0408,CS7,CS7
DTX2,CS4,CS4
GPRIN2,CS4,CS4
ZBTB7B,CS4,CS4
ITM2C,CS5,CS5
RTN3,CS3,CS3
FXR2,CS6,CS6
NUDT18,,
SLC22A24,,
GYS1,CS5,CS5
GYG1,CS3,CS3
GSTM3,CS3,CS3
PHKB,CS5,CS5
C20orf27,CS6,CS6
SUFU,CS5,CS5
MVK,CS0,CS0
TESC,CS6,CS6
HMG20A,CS5,CS5
ZC3H14,CS5,CS5
NME5,CS5,CS5
DYDC1,CS3,CS3
DCAF8,CS5,CS5
ARHGEF15,CS6,CS6
MOB4,CS1,CS1
ANXA11,CS6,CS6
TIFA,CS6,CS6
ZBTB43,CS5,CS5
ZNF417,,
LDOC1,CS6,CS6
CLDN7,CS5,CS5
ZC2HC1C,CS6,CS6
KAT7,CS2,CS2
TCHP,CS4,CS4
CCDC185,CS5,CS5
RASD1,CS6,CS6
CCDC33,CS5,CS5
RAD54B,CS5,CS5
KRT15,CS4,CS4
SMARCD1,CS3,CS3
PBXIP1,CS5,CS5
DVL2,CS5,CS5
ZNF821,CS5,CS5
CTPS2,CS5,CS5
AASDHPPT,CS2,CS2
BIRC2,CS4,CS4
DCTN2,CS1,CS1
KRT6B,CS4,CS4
GIN1,CS5,CS5
AGR2,CS5,CS5
KLHL12,CS4,CS4
PRR13,CS2,CS2
PHF10,CS3,CS3
AP5Z1,CS5,CS5
VSNL1,CS5,CS5
PHPT1,CS6,CS6
DNMT3L,CS6,CS6
MAGEA1,CS6,CS6
MIEF1,CS4,CS4
NOL3,CS5,CS5
CUTC,CS4,CS4
HNRNPK,CS0,CS0
CNNM3,CS5,CS5
PPP1R37,CS4,CS4
ZMYND19,CS6,CS6
LZTS2,CS6,CS6
NUP62,CS1,CS1
NUP54,CS1,CS1
FBXW5,CS5,CS5
FHL3,CS6,CS6
GABARAPL2,CS5,CS5
MLX,CS2,CS2
NME1,CS4,CS4
NTAQ1,CS6,CS6
PBX3,CS6,CS6
AGTRAP,CS6,CS6
NAV2,CS5,CS5
BRME1,CS6,CS6
C19orf25,CS1,CS1
SEPTIN2,,
SORBS3,CS5,CS5
APPL2,CS5,CS5
USP5,CS0,CS0
HOXB6,CS4,CS4
DCTPP1,CS5,CS5
FOXS1,CS5,CS5
LURAP1,CS4,CS4
THAP7,CS4,CS4
SLC25A6,CS7,CS7
NFIC,CS7,CS7
LLPH,CS1,CS1
DPPA2,CS3,CS3
ZNRD2,CS2,CS2
CCNH,CS1,CS1
BLOC1S6,CS5,CS5
WASHC3,CS3,CS3
MAPK1IP1L,CS2,CS2
ZNF655,CS6,CS6
INTS13,CS2,CS2
VTI1B,CS1,CS1
STX8,CS6,CS6
GPSM1,CS6,CS6
KCTD4,CS6,CS6
HK2,CS3,CS3
CFL2,CS4,CS4
ZNF337,CS6,CS6
DNAJC10,CS4,CS4
PGLS,CS3,CS3
CHIC2,CS5,CS5
BAZ2B,CS6,CS6
PLOD3,CS6,CS6
PDCD6,CS3,CS3
TRIM37,CS2,CS2
FAM124B,CS5,CS5
PSME2,CS3,CS3
C1orf94,CS7,CS7
PIN1,CS4,CS4
RTL8A,,
PSMF1,CS4,CS4
CYTH3,CS5,CS5
CBY2,CS5,CS5
NINL,CS5,CS5
RASSF8,CS4,CS4
FRMD6,CS6,CS6
BEX3,CS6,CS6
FHIT,CS6,CS6
NECAB2,CS5,CS5
FAM193B,CS3,CS3
POLI,CS7,CS7
PDLIM7,CS6,CS6
TENT5C,CS5,CS5
MYO1F,CS4,CS4
BSCL2,CS3,CS3
TMEM19,CS5,CS5
MAGEB18,CS6,CS6
EMC8,CS4,CS4
EMC2,CS3,CS3
ABLIM1,CS6,CS6
SMIM3,CS2,CS2
HOXA1,CS6,CS6
SKA1,CS1,CS1
POLL,CS6,CS6
DTNB,CS5,CS5
NDUFAF1,CS2,CS2
ZNF165,CS4,CS4
CEP19,CS4,CS4
PAK5,CS5,CS5
TUBGCP4,CS0,CS0
SGTA,CS5,CS5
SPP1,CS6,CS6
SINHCAF,CS2,CS2
FAM131C,CS4,CS4
DHPS,CS1,CS1
VPS25,CS0,CS0
TCEANC,CS5,CS5
CEP63,CS4,CS4
MBIP,CS4,CS4
ELOA2,CS6,CS6
DLK2,CS4,CS4
ADAMTSL4,CS2,CS2
RABL6,CS5,CS5
DTNBP1,CS5,CS5
USP53,CS6,CS6
KHDRBS3,CS5,CS5
ZNF408,CS4,CS4
SNRPG,,
DDIT4L,CS6,CS6
TYMSOS,,
ACY1,CS6,CS6
TTC1,CS1,CS1
NT5C2,CS5,CS5
KRT20,CS6,CS6
CREB3,CS3,CS3
C18orf25,CS6,CS6
TPD52L3,CS5,CS5
FAM160A2,,
CAVIN2,CS5,CS5
KPNA3,CS6,CS6
HNRNPC,CS0,CS0
ZNF638,CS3,CS3
WWP1,CS5,CS5
DFFA,CS6,CS6
RALYL,CS5,CS5
LMO3,CS6,CS6
TADA2A,CS1,CS1
CNOT8,CS5,CS5
HOXA9,CS4,CS4
PSMA1,CS0,CS0
U2AF2,CS0,CS0
SRPK2,CS4,CS4
ELOA,CS4,CS4
TSPYL4,CS7,CS7
SPG7,CS6,CS6
DNAL4,CS5,CS5
DYNLL2,CS6,CS6
SOCS2,CS5,CS5
TBC1D5,CS5,CS5
PLEKHF2,CS4,CS4
RCBTB2,CS4,CS4
COPS4,CS1,CS1
CFAP53,CS6,CS6
AP2B1,CS4,CS4
MMTAG2,,
SDCBP2,CS6,CS6
SPRY2,CS7,CS7
TRIM51,,
PACSIN1,CS6,CS6
NECAP2,CS5,CS5
ZC3H10,CS3,CS3
RFX3,CS6,CS6
SQSTM1,CS5,CS5
APEX2,CS3,CS3
TEX11,CS5,CS5
MAD1L1,CS5,CS5
TSNAX,CS5,CS5
AKAP17A,CS6,CS6
DDIT3,CS4,CS4
HSD17B14,CS6,CS6
MED15,CS3,CS3
SEC24C,CS5,CS5
SEC23B,CS5,CS5
SPG21,CS4,CS4
BATF2,CS4,CS4
NBR1,CS5,CS5
PAFAH1B2,CS5,CS5
PAFAH1B3,CS4,CS4
BEGAIN,CS6,CS6
DEPP1,CS4,CS4
BAHD1,CS4,CS4
KRT19,CS5,CS5
ACTG1,CS1,CS1
PDE9A,CS6,CS6
TRIM32,CS5,CS5
FAM50B,CS7,CS7
KHDRBS2,CS6,CS6
BEND5,CS6,CS6
FLAD1,CS5,CS5
LASP1,CS4,CS4
USE1,CS1,CS1
DKK1,CS4,CS4
CIAO1,CS0,CS0
CCDC7,CS6,CS6
PAICS,CS2,CS2
CEP76,CS6,CS6
IFFO1,CS6,CS6
XRCC4,CS4,CS4
PTPN9,CS5,CS5
KCTD13,CS5,CS5
ARMC7,CS0,CS0
AKIRIN2,CS0,CS0
PYROXD1,CS1,CS1
UPRT,CS4,CS4
DGCR6L,CS3,CS3
SOX30,CS5,CS5
BAMBI,CS5,CS5
DYNLT3,CS4,CS4
DYNC1I2,CS0,CS0
CNOT3,CS0,CS0
CNOT2,CS2,CS2
EMD,CS6,CS6
FATE1,CS6,CS6
EFHC1,CS5,CS5
TADA3,CS2,CS2
SGF29,CS1,CS1
UQCRB,CS1,CS1
MAGEA4,CS6,CS6
SAE1,CS0,CS0
UBA2,CS0,CS0
HAAO,CS4,CS4
GAD1,CS4,CS4
NOC4L,CS0,CS0
ASMTL,CS5,CS5
AEBP2,CS7,CS7
ZNF426,CS5,CS5
USP2,CS5,CS5
HOOK2,CS5,CS5
COMT,CS3,CS3
ARRB1,CS3,CS3
TMEM241,CS7,CS7
RUNX1T1,CS6,CS6
SFI1,CS5,CS5
CHCHD3,CS2,CS2
BEND7,CS7,CS7
ACCS,CS6,CS6
EFEMP2,CS5,CS5
FAM107A,CS4,CS4
SRSF1,CS0,CS0
RCOR3,CS6,CS6
HID1,CS3,CS3
ENOX1,CS5,CS5
NTN4,CS5,CS5
XIAP,CS5,CS5
TDO2,CS5,CS5
RTN4IP1,CS3,CS3
RBMX,CS0,CS0
UBE2D1,CS4,CS4
TRIM39,CS6,CS6
SPOP,CS5,CS5
DNAJB3,,
TRAPPC3,CS0,CS0
TRAPPC6A,CS4,CS4
COX7A2L,CS6,CS6
C10orf82,CS6,CS6
COX17,CS1,CS1
KATNAL1,CS6,CS6
VCL,CS1,CS1
ABI2,CS6,CS6
APEH,CS3,CS3
SLC9A1,CS6,CS6
MED28,CS0,CS0
S100A1,CS4,CS4
PPP2CA,CS1,CS1
GKAP1,CS5,CS5
ARIH2,CS4,CS4
UGP2,CS4,CS4
STAM2,CS4,CS4
SATB1,CS5,CS5
CNTFR,CS6,CS6
YIPF3,CS2,CS2
ZCCHC14,CS5,CS5
RAB3IL1,CS5,CS5
NLE1,CS0,CS0
MNS1,CS5,CS5
RAI1,CS5,CS5
ZKSCAN7,CS6,CS6
PSME3,CS3,CS3
TFF1,CS6,CS6
PRUNE2,CS6,CS6
PLSCR4,CS7,CS7
WWP2,CS3,CS3
RNF183,CS5,CS5
NADK,CS4,CS4
RWDD4,CS4,CS4
KCTD17,CS6,CS6
TEX37,CS5,CS5
ILF3,CS1,CS1
STX11,CS6,CS6
TAF6L,CS2,CS2
PSMC4,CS0,CS0
RAMAC,CS1,CS1
SET,CS2,CS2
CBLB,CS6,CS6
CIAO2B,CS0,CS0
PPFIBP2,CS5,CS5
SPATA2,CS5,CS5
DMRTB1,CS2,CS2
NCKIPSD,CS5,CS5
SGTB,CS5,CS5
FTSJ3,CS0,CS0
ENKD1,CS4,CS4
GEM,CS6,CS6
RNF8,CS1,CS1
CEP44,CS5,CS5
MUL1,CS6,CS6
CDC42EP1,CS5,CS5
ACTN1,CS4,CS4
KIFBP,CS2,CS2
DACH1,CS4,CS4
ASB13,CS7,CS7
LRCH4,CS4,CS4
ENOX2,CS7,CS7
MYO15B,,
DHX58,CS5,CS5
IFT20,CS6,CS6
DOK2,CS5,CS5
NDUFB1,CS4,CS4
TRIM27,CS6,CS6
LPXN,CS6,CS6
ARR3,CS5,CS5
GNMT,CS5,CS5
MLH1,CS5,CS5
MAD2L1BP,CS2,CS2
RADIL,CS4,CS4
C2orf88,CS6,CS6
PDLIM1,CS5,CS5
GFAP,CS4,CS4
SIRT3,CS5,CS5
PRPF3,CS0,CS0
NUDCD3,CS2,CS2
HSPA2,CS6,CS6
HSPBP1,CS6,CS6
GABRD,CS4,CS4
H3-3B,,
EHMT2,CS2,CS2
PDLIM4,CS7,CS7
MYOZ1,CS4,CS4
RNF40,CS1,CS1
FBXL18,CS4,CS4
H2BC15,CS0,CS0
BCCIP,CS2,CS2
NSUN4,CS1,CS1
JUP,CS5,CS5
GLIS3,CS6,CS6
AKR1C3,CS5,CS5
ZBTB24,CS5,CS5
RABAC1,CS4,CS4
ING5,CS5,CS5
EID3,CS6,CS6
ZNF263,CS6,CS6
DUT,CS0,CS0
CENPO,CS3,CS3
FAM124A,CS5,CS5
GLRX3,CS2,CS2
FOSL1,CS1,CS1
KRR1,CS0,CS0
CATSPER1,CS4,CS4
PIM2,CS4,CS4
MIEF2,CS4,CS4
WDR25,CS1,CS1
TRAPPC2B,,
MTMR9,CS5,CS5
EMILIN1,CS5,CS5
SF1,CS0,CS0
CDC42EP4,CS5,CS5
WDR6,CS4,CS4
SS18L1,CS6,CS6
RAB33A,CS6,CS6
BANP,CS0,CS0
SHCBP1,CS4,CS4
ZUP1,CS5,CS5
ZCCHC10,CS5,CS5
LDB1,CS4,CS4
SSBP4,CS3,CS3
LRSAM1,CS5,CS5
CYB5R2,CS6,CS6
FKBP6,CS3,CS3
NME7,CS7,CS7
MFI,,
TSGA10,CS5,CS5
TRAF3IP2,CS6,CS6
IL36RN,CS5,CS5
HPCAL4,CS4,CS4
NDC80,CS0,CS0
RPIA,CS2,CS2
CPNE7,CS2,CS2
PSMC6,CS0,CS0
ECPAS,CS5,CS5
MIF,CS5,CS5
NME4,CS6,CS6
TRIR,CS3,CS3
TNFAIP8,CS5,CS5
MED4,CS0,CS0
PRRC2B,CS6,CS6
SNX20,CS5,CS5
POLE3,CS2,CS2
SRGN,CS4,CS4
MEA1,CS5,CS5
XPO6,CS4,CS4
FNDC11,CS5,CS5
EIF3L,CS3,CS3
STX4,CS4,CS4
DPY30,CS2,CS2
ASH2L,CS2,CS2
FANCG,CS6,CS6
GABPB1,CS1,CS1
PIDD1,CS4,CS4
VSIR,CS7,CS7
STAMBPL1,CS6,CS6
CCDC112,CS6,CS6
LRRN4,CS6,CS6
CCDC120,CS6,CS6
RMND5B,CS6,CS6
BEX2,CS6,CS6
BAIAP2,CS5,CS5
PHF21A,CS4,CS4
IFIT3,CS6,CS6
IFIT1,CS6,CS6
SIRPA,,
TCF25,CS5,CS5
DSTN,CS2,CS2
HDHD3,CS4,CS4
KRT6A,CS4,CS4
AQP1,CS6,CS6
ZFP36L1,CS4,CS4
UTP14A,CS1,CS1
CEP72,CS5,CS5
AIMP2,CS4,CS4
KARS1,CS0,CS0
SRSF6,CS2,CS2
RNPS1,CS0,CS0
MAPK9,CS8,CS8
CCNB1IP1,CS3,CS3
ZNF670,CS7,CS7
IKZF1,CS6,CS6
MFSD3,CS5,CS5
SETD5,CS3,CS3
NR1H2,CS5,CS5
C10orf62,CS6,CS6
DEF6,CS5,CS5
SLC1A1,CS7,CS7
SYT17,CS4,CS4
THAP10,CS5,CS5
RASL11B,CS5,CS5
PRDX1,CS5,CS5
IRF3,CS6,CS6
ARHGEF39,CS5,CS5
AFF4,CS4,CS4
UBC,,
CCDC91,CS7,CS7
DPPA4,CS5,CS5
SSX4,,
HIF1A,CS6,CS6
ZNF581,CS5,CS5
UBE2D4,CS3,CS3
COQ8A,CS6,CS6
CARF,CS4,CS4
PRMT8,CS7,CS7
PHF1,CS4,CS4
CARD14,CS6,CS6
CLK3,CS5,CS5
RSRP1,CS6,CS6
RBM41,CS6,CS6
ZNF646,CS5,CS5
USO1,,
ASB9,CS7,CS7
HIF1AN,CS4,CS4
MATR3,CS2,CS2
SLC35A2,CS5,CS5
STAC3,CS4,CS4
FAM214B,CS4,CS4
WDR37,CS5,CS5
CCDC130,,
BABAM1,CS7,CS7
BABAM2,CS6,CS6
RIPK2,CS6,CS6
KCNRG,CS6,CS6
PLEKHF1,CS5,CS5
ZNF764,CS5,CS5
ZMIZ2,CS6,CS6
REX1BD,CS4,CS4
SH3GL1,CS3,CS3
RGR,CS5,CS5
ZSCAN20,CS4,CS4
SCAND1,CS3,CS3
CDK4,CS2,CS2
CDKN2D,CS5,CS5
UBTD1,CS6,CS6
IQCN,CS5,CS5
SEPTIN6,,
SEPTIN1,,
TASOR2,CS5,CS5
NKAP,CS0,CS0
COASY,CS1,CS1
EFS,CS5,CS5
SH2D3C,CS5,CS5
ZBTB48,CS4,CS4
LLCFC1,CS4,CS4
DDX17,CS4,CS4
RPS15A,CS0,CS0
C10orf12,,
CWC25,CS1,CS1
RBFOX2,CS5,CS5
NASP,CS1,CS1
H3C7,CS3,CS3
C11orf16,CS6,CS6
RFX6,CS6,CS6
ZNF101,CS5,CS5
TMCO6,CS4,CS4
SALL2,CS5,CS5
NDEL1,CS4,CS4
CDK5R1,CS6,CS6
PLK4,CS0,CS0
IFIT2,CS5,CS5
ELOF1,CS2,CS2
C5orf22,CS5,CS5
RAI2,CS7,CS7
YY1AP1,CS4,CS4
CDK18,CS4,CS4
GCC1,CS6,CS6
ZNF580,CS5,CS5
RCN3,CS7,CS7
PUF60,CS0,CS0
DARS1,CS0,CS0
DHRS1,CS4,CS4
RILPL2,CS3,CS3
GPKOW,CS1,CS1
PLAAT3,CS4,CS4
RHPN1,CS2,CS2
VASP,CS4,CS4
FAM153A,CS6,CS6
ZCCHC17,CS4,CS4
PNKD,CS4,CS4
GMDS,CS6,CS6
MTCP1,CS6,CS6
EIF4E2,CS3,CS3
EIF4ENIF1,CS4,CS4
NDUFA5,CS2,CS2
WDR24,CS1,CS1
TULP2,CS4,CS4
SEM1,CS1,CS1
PCID2,CS0,CS0
ISG15,CS5,CS5
USP18,CS2,CS2
SNAP25,CS5,CS5
MEAK7,CS4,CS4
HSPB7,CS3,CS3
ELMOD1,CS5,CS5
THG1L,CS1,CS1
TPM1,CS4,CS4
RHEBL1,CS3,CS3
IKZF5,CS5,CS5
HACL1,CS5,CS5
GSE1,CS5,CS5
ZNF559,CS3,CS3
GLUL,CS5,CS5
KEL,CS7,CS7
GPBP1L1,CS3,CS3
LRRC41,CS5,CS5
APIP,CS4,CS4
GNL3L,CS0,CS0
TNNI1,CS5,CS5
ZFC3H1,CS1,CS1
HOOK1,CS5,CS5
MYOZ2,CS5,CS5
MARK3,CS5,CS5
TREX2,CS6,CS6
TEAD3,CS3,CS3
ZBTB25,CS5,CS5
RFX2,CS5,CS5
ATG12,CS5,CS5
MPP1,CS6,CS6
AMOTL2,CS7,CS7
SDSL,CS6,CS6
CKB,CS6,CS6
FBP1,CS4,CS4
PCNX4,,
MAGOHB,CS5,CS5
RAB6A,CS1,CS1
PMM1,CS6,CS6
HOMER1,CS6,CS6
HMGA1,CS1,CS1
RBM42,CS1,CS1
VPS72,CS1,CS1
DUSP6,CS5,CS5
KIAA1217,CS6,CS6
RBM7,CS4,CS4
CPSF7,CS4,CS4
FZD7,CS6,CS6
UBB,,
STN1,CS4,CS4
FASTK,CS6,CS6
CDC23,CS0,CS0
NDUFB9,CS1,CS1
EIF4EBP3,CS4,CS4
UBL7,CS3,CS3
NEU4,CS6,CS6
GABARAPL1,CS6,CS6
RPS26,,
TSR2,CS0,CS0
NCS1,CS5,CS5
KLHL2,CS5,CS5
CSTF2T,CS5,CS5
MTF1,CS2,CS2
SH2D4A,CS6,CS6
CCDC42,CS7,CS7
NPPB,CS6,CS6
ZMYND10,CS4,CS4
CTNNBIP1,CS5,CS5
IFT27,CS6,CS6
HSPB11,CS5,CS5
WDR5,CS0,CS0
COL8A1,CS4,CS4
HERPUD1,CS5,CS5
KBTBD7,CS6,CS6
CD177,,
PRPSAP1,CS5,CS5
BAG3,CS4,CS4
FAM189A2,CS5,CS5
TRPT1,CS5,CS5
IKZF3,CS4,CS4
OGDH,CS1,CS1
RUNDC3A,CS4,CS4
RPL31,CS0,CS0
ZNF451,CS6,CS6
TAP1,CS2,CS2
DCTN5,CS0,CS0
SNAP29,CS3,CS3
TSEN15,CS6,CS6
NBPF3,CS1,CS1
PFKL,CS6,CS6
SORBS2,CS7,CS7
ACTL6A,CS0,CS0
ZNF205,CS5,CS5
TREX1,CS5,CS5
MRI1,CS4,CS4
SH3BP5L,CS5,CS5
PHC1,CS3,CS3
SFMBT1,CS6,CS6
MIF4GD,CS4,CS4
ARHGAP29,CS4,CS4
HHEX,CS5,CS5
BCL2L13,CS4,CS4
CCER1,CS6,CS6
DBNDD2,CS7,CS7
IMP3,CS0,CS0
RNF126,CS5,CS5
C1orf216,CS4,CS4
IP6K2,CS5,CS5
TRAF6,CS5,CS5
CALML3,CS7,CS7
RXRG,CS4,CS4
SIX1,CS6,CS6
FASTKD5,CS4,CS4
RHOC,CS2,CS2
ARHGAP1,CS5,CS5
TRAPPC2L,CS3,CS3
NOL4,CS6,CS6
SIRT6,CS6,CS6
ELF5,CS5,CS5
LCMT1,CS2,CS2
PARVA,,
NAA10,CS0,CS0
BORCS5,CS3,CS3
MLF1,CS6,CS6
DIEXF,,
SNF8,CS1,CS1
RPS14,,
TAF9,CS4,CS4
TEAD4,CS3,CS3
WWTR1,CS1,CS1
CDC42EP3,CS6,CS6
CEP55,CS1,CS1
ZC3H12A,CS5,CS5
TANK,CS5,CS5
TACO1,CS4,CS4
FTH1,,
UBA5,CS1,CS1
LDLRAP1,CS5,CS5
NCK2,CS5,CS5
ZFAND2B,CS5,CS5
EIF4A3,CS0,CS0
CCDC174,CS1,CS1
KRT17,,
CFDP1,CS2,CS2
EEF2KMT,CS0,CS0
TPM3,CS3,CS3
ZFP36,CS5,CS5
RAB3IP,CS5,CS5
AGGF1,CS6,CS6
RPRD1B,CS2,CS2
CXADR,CS2,CS2
DYNC1I1,CS6,CS6
CHMP4A,CS5,CS5
MAPRE3,CS5,CS5
AKTIP,CS2,CS2
ZC4H2,CS6,CS6
EIF3H,CS1,CS1
CHST1,CS5,CS5
EIF5A2,CS6,CS6
SELENBP1,CS4,CS4
JUNB,CS3,CS3
SSBP2,CS5,CS5
PRKN,CS5,CS5
TPGS2,CS6,CS6
RAB37,CS4,CS4
CTNNBL1,CS1,CS1
GTPBP10,CS4,CS4
PIH1D1,CS6,CS6
PRR14,CS3,CS3
PKN1,CS4,CS4
LINGO1,CS4,CS4
HPRT1,CS6,CS6
RPL9,,
ZFHX3,CS5,CS5
MOB1A,CS5,CS5
KLF6,CS5,CS5
DDI1,CS6,CS6
INTS11,CS0,CS0
PITX1,CS4,CS4
CETP,CS5,CS5
NME3,CS4,CS4
BBS2,CS5,CS5
SERF2,CS4,CS4
CRK,CS3,CS3
DLGAP5,CS2,CS2
NDUFV1,CS2,CS2
PRDX3,CS3,CS3
RSPH14,CS4,CS4
ACTN4,CS5,CS5
DNPEP,CS5,CS5
EMC9,CS4,CS4
ZCCHC12,CS6,CS6
CCDC116,CS5,CS5
CSNK1G2,CS4,CS4
SCNM1,CS2,CS2
TRIM21,CS6,CS6
MEOX2,CS6,CS6
SAMM50,CS1,CS1
HOMER3,CS4,CS4
PCED1A,CS6,CS6
ZC3H11A,,
CHMP2B,CS6,CS6
EIF4H,CS3,CS3
C11orf68,CS4,CS4
GLYCTK,CS6,CS6
DOCK10,CS7,CS7
CCT3,CS0,CS0
CD99,CS7,CS7
WNT5B,CS5,CS5
RXRB,CS6,CS6
DEUP1,CS6,CS6
CALM2,CS5,CS5
SERTAD1,CS7,CS7
NADSYN1,CS5,CS5
SERTAD3,CS5,CS5
CBFA2T2,CS6,CS6
ZFAND6,CS6,CS6
HSBP1,CS3,CS3
DNPH1,CS5,CS5
IGLC1,,
RORA,CS5,CS5
EAPP,CS1,CS1
AAR2,CS5,CS5
SAMD3,CS6,CS6
SAT2,CS3,CS3
SMAD9,CS4,CS4
EEF1G,CS0,CS0
CCND2,CS5,CS5
PLCD4,CS6,CS6
SEC24D,CS6,CS6
DDX39A,CS3,CS3
SARNP,CS1,CS1
MAP3K7CL,CS6,CS6
TAB3,CS6,CS6
GCSH,CS2,CS2
AKR7A2,CS5,CS5
AKR7A3,CS3,CS3
SRSF4,CS4,CS4
LIN37,CS3,CS3
PHYHIPL,CS6,CS6
TINAGL1,CS4,CS4
MRFAP1L1,CS4,CS4
MORF4L1,CS6,CS6
TRMT1,CS4,CS4
CLEC1B,CS7,CS7
PARP11,CS6,CS6
NPDC1,CS5,CS5
